用户ID,年龄,性别,历史订单数量,购买频率,平均消费金额,优惠券使用,配送距离,是否购买,购买金额,购买等级
95825,44,女,14,4,47.55,0,3.15,0,0,未购买
95826,29,女,19,6,53.9,0,1.31,0,0,未购买
95827,38,男,23,4,88.14,0,3.53,0,0,未购买
95828,42,女,21,5,42.52,1,1.18,1,268.37,低
95829,48,男,24,8,51.08,0,2.69,0,0,未购买
95830,37,女,16,11,22.9,0,7.22,0,0,未购买
95831,26,男,18,5,58.03,0,3.41,0,0,未购买
95832,47,男,22,8,64.93,0,2.55,0,0,未购买
95833,33,女,13,5,26.43,1,2.27,1,133.87,低
95834,40,女,12,5,42.19,1,3.38,1,213.79,低
95835,29,女,24,6,46.06,1,1.28,1,285.1,中
95836,22,女,19,5,58.27,0,3.22,0,0,未购买
95837,23,女,13,6,69.68,1,3.52,1,435.84,中
95838,49,女,15,9,67.92,1,6.31,0,0,未购买
95839,35,女,18,10,32.85,1,0.67,1,329.28,中
95840,42,男,16,4,26.15,0,1.62,0,0,未购买
95841,56,女,10,7,57.6,0,2.15,0,0,未购买
95842,44,男,19,3,47.86,1,2.13,0,0,未购买
95843,54,女,26,14,49.14,0,3.25,1,700.02,高
95844,24,男,18,4,46,0,2.18,0,0,未购买
95845,35,女,19,5,45.2,0,1.25,0,0,未购买
95846,26,女,19,6,54.65,0,4.23,0,0,未购买
95847,24,女,15,6,49.45,1,1.51,1,355.65,中
95848,29,女,20,4,40.43,1,2.9,0,0,未购买
95849,28,男,17,12,44.43,0,6.62,0,0,未购买
95850,29,男,15,5,54.75,1,3.68,1,232.66,低
95851,36,男,18,6,38.99,0,1.5,1,251.18,低
95852,38,男,22,4,64.79,0,1.89,0,0,未购买
95853,,男,17,4,50.3,0,2.17,1,183.7,低
95854,41,男,8,9,38.09,0,2.64,0,0,未购买
95855,55,男,19,10,70.54,1,2.83,0,0,未购买
95856,56,男,9,13,67.58,0,4.52,1,927.12,高
95857,30,男,16,5,47.44,1,4.22,0,0,未购买
95858,38,男,19,11,40.5,0,2.25,0,0,未购买
95859,35,女,21,3,29.08,0,8.06,1,88.43,低
95860,25,男,20,4,41.37,1,1.8,0,0,未购买
95861,44,男,23,8,54,0,0.95,0,0,未购买
95862,43,男,12,7,32.02,0,,0,0,未购买
95863,42,男,19,6,22.27,1,2.36,0,0,未购买
95864,44,女,25,3,41.31,0,1.52,0,0,未购买
95865,29,男,17,5,50.4,1,3.19,0,0,未购买
95866,48,男,18,7,53.08,1,3.02,0,0,未购买
95867,48,女,21,6,48.02,0,3.71,0,0,未购买
95868,18,男,15,7,23.09,1,2.02,1,169.77,低
95869,31,男,16,14,49.58,1,3.5,0,0,未购买
95870,40,女,15,10,46.97,0,1.09,0,0,未购买
95871,64,女,19,12,50.92,1,1.19,1,585.02,高
95872,38,男,18,7,58.74,0,3.01,0,0,未购买
95873,38,男,19,5,50.3,0,2.16,0,0,未购买
95874,32,女,16,10,54.52,0,3.24,0,0,未购买
95875,34,女,17,6,42.23,0,4.05,1,266.96,低
95876,50,女,21,2,73.98,1,4.58,0,0,未购买
95877,36,男,20,4,60.58,0,8.45,0,0,未购买
95878,50,女,14,6,20.77,0,5.53,0,0,未购买
95879,33,女,18,6,76.49,0,1.72,1,533.75,高
95880,39,男,18,9,40.76,1,3.8,0,0,未购买
95881,18,女,29,5,63.88,1,3.98,0,0,未购买
95882,29,女,22,5,44.28,0,2.63,0,0,未购买
95883,32,男,17,6,73.04,0,2.35,1,451.52,高
95884,35,男,25,10,46.92,0,3.05,0,0,未购买
95885,34,男,21,12,18.37,0,0.78,1,200.11,低
95886,33,女,23,6,43.53,0,,0,0,未购买
95887,48,男,18,7,48.77,0,2.66,0,0,未购买
95888,31,女,12,12,58.73,0,4.3,0,0,未购买
95889,42,男,16,10,55.99,0,3.25,1,435.83,中
95890,,男,13,12,71.38,0,1.15,1,806.66,高
95891,32,男,21,7,50.59,0,1.03,0,0,未购买
95892,56,男,23,6,37.78,0,3.5,0,0,未购买
95893,41,男,22,10,57.28,1,6.27,1,533.14,高
95894,34,女,18,3,54.34,0,1.78,0,0,未购买
95895,41,女,16,8,56.43,0,1.81,1,430.75,中
95896,41,男,21,13,29.24,0,2.45,1,356.85,中
95897,34,女,14,7,47.94,0,1.89,0,0,未购买
95898,25,男,24,9,51.04,1,3.41,1,519.66,高
95899,31,女,22,16,42.87,0,1.9,0,0,未购买
95900,18,女,17,7,43.53,0,3.91,0,0,未购买
95901,29,男,11,10,40.94,1,1.76,1,426.92,中
95902,42,女,13,7,79.59,1,4.09,0,0,未购买
95903,38,女,15,8,56.37,1,6.03,1,469.22,高
95904,32,男,26,6,45.23,1,3.52,0,0,未购买
95905,40,女,18,7,49.6,0,6.48,0,0,未购买
95906,45,女,19,5,44.38,0,3.52,0,0,未购买
95907,36,男,23,5,55.76,0,3.06,0,0,未购买
95908,32,女,17,9,44.1,1,4.68,0,0,未购买
95909,33,女,16,8,72.67,1,1.57,0,0,未购买
95910,26,男,17,9,58.47,0,1.51,0,0,未购买
95911,43,女,25,5,36.8,0,1.46,0,0,未购买
95912,56,男,19,8,58.19,1,3.14,1,422.68,中
95913,22,女,16,6,58.74,1,3.61,0,0,未购买
95914,30,女,15,6,53.02,0,2.44,0,0,未购买
95915,38,女,18,5,60.04,0,4.99,0,0,未购买
95916,32,女,14,6,53.94,0,2.92,0,0,未购买
95917,41,女,19,7,42.84,0,2.62,1,287.51,中
95918,26,女,10,10,35.3,1,2.94,1,359.58,中
95919,18,女,16,10,25.07,0,1.86,1,221.85,低
95920,44,女,22,10,37.96,1,3.32,1,412.04,中
95921,43,男,15,5,56.53,1,1.24,1,270.54,低
95922,44,男,28,7,23.48,0,1.91,1,167.81,低
95923,55,女,9,13,60.06,0,5.93,0,0,未购买
95924,30,女,16,11,71.67,0,1.88,1,782.29,高
95925,54,男,18,9,29.61,0,7.75,0,0,未购买
95926,50,女,19,9,15,0,5.94,0,0,未购买
95927,32,女,21,7,62.19,1,6.36,1,428.84,中
95928,23,女,19,14,32.68,1,2.89,0,0,未购买
95929,25,男,21,4,72.98,0,2.43,0,0,未购买
95930,42,男,24,6,80.51,1,4.87,0,0,未购买
95931,24,男,21,7,57.33,0,2.92,0,0,未购买
95932,37,男,13,7,77.62,1,1.84,1,557.34,高
95933,33,女,25,5,43.55,1,2.25,1,190.75,低
95934,38,男,21,0,36.62,1,1.84,1,0,低
95935,44,男,19,11,51.11,0,3.73,0,0,未购买
95936,39,男,11,6,49.17,0,1.33,0,0,未购买
95937,44,男,19,14,79.35,0,2.25,1,1188.17,高
95938,54,女,20,5,39.64,1,1.6,1,180.89,低
95939,18,女,17,10,51.25,0,3.59,0,0,未购买
95940,38,女,21,9,69.43,1,3.26,0,0,未购买
95941,35,女,16,5,58.05,1,2.19,0,0,未购买
95942,35,女,19,5,55.95,0,4.49,0,0,未购买
95943,18,女,17,8,48.74,1,1.47,0,0,未购买
95944,37,女,18,11,50.49,1,3.48,0,0,未购买
95945,30,女,19,4,49.31,1,5.33,0,0,未购买
95946,42,男,19,7,74.8,0,1.02,0,0,未购买
95947,61,男,19,4,56.83,0,2.41,1,228.36,低
95948,24,男,18,11,62.92,0,2.18,0,0,未购买
95949,39,女,26,8,66.34,1,0.54,0,0,未购买
95950,18,男,14,1,58.1,0,4.63,0,0,未购买
95951,36,男,22,7,59.63,1,1.24,0,0,未购买
95952,44,女,18,12,43.46,0,2.4,1,496.48,高
95953,40,男,10,3,62.51,0,2.61,0,0,未购买
95954,49,男,15,5,66.95,0,3.19,0,0,未购买
95955,,男,18,6,33.81,0,4.41,0,0,未购买
95956,18,男,18,2,54.81,0,9.01,0,0,未购买
95957,54,男,20,8,53.27,0,3.05,1,425.17,中
95958,20,女,16,7,15,0,3.24,0,0,未购买
95959,53,女,23,11,51.08,0,3.56,1,533.1,高
95960,42,女,20,10,66.92,0,2.67,0,0,未购买
95961,39,男,20,10,67.9,0,3.3,0,0,未购买
95962,52,女,19,6,39.57,0,1.6,0,0,未购买
95963,41,男,16,4,68.8,1,1.36,0,0,未购买
95964,45,女,23,7,47.85,0,4.09,0,0,未购买
95965,37,男,17,14,57.63,0,3.38,1,885.91,高
95966,29,男,28,9,42.04,1,5.49,1,391.35,中
95967,25,女,20,11,41.1,1,2.73,1,509.43,高
95968,56,女,23,8,51.69,0,3.12,0,0,未购买
95969,50,女,21,4,60.54,0,4.64,0,0,未购买
95970,34,男,14,10,67.64,0,4.22,0,0,未购买
95971,29,女,23,7,49.93,1,4.01,0,0,未购买
95972,51,男,13,6,61.13,1,1.91,1,366.66,中
95973,44,男,12,12,61.15,1,2.3,0,0,未购买
95974,46,男,13,8,43.11,0,5.55,0,0,未购买
95975,48,男,13,3,60.21,1,2.52,0,0,未购买
95976,47,女,21,5,33.26,1,1.79,1,183.15,低
95977,55,女,23,7,73.5,0,1.54,1,529.96,高
95978,44,男,18,5,58.1,1,1.18,0,0,未购买
95979,22,男,24,8,15,0,1.24,0,0,未购买
95980,32,女,15,6,15,0,3.43,0,0,未购买
95981,40,女,23,6,66.3,0,1.94,0,0,未购买
95982,38,男,23,7,48.54,1,3.38,1,374.15,中
95983,43,男,21,5,32.27,0,3.85,0,0,未购买
95984,35,女,18,6,51.17,0,2.26,0,0,未购买
95985,21,男,14,5,54.29,1,2.64,0,0,未购买
95986,38,女,19,8,49.12,0,2.64,1,362.6,中
95987,18,男,14,9,32.6,0,0.79,1,298.33,中
95988,18,男,20,4,45.43,1,1.74,0,0,未购买
95989,40,女,19,3,46.21,0,1.58,0,0,未购买
95990,26,男,18,10,16.24,1,5.15,0,0,未购买
95991,31,男,15,11,47.88,1,1.55,1,499.78,高
95992,40,男,21,6,48.91,1,4.66,0,0,未购买
95993,30,男,25,12,21.35,0,3.42,1,250.93,低
95994,39,男,17,7,48.84,0,2.67,1,332.25,中
95995,47,男,15,8,27.24,0,1.34,0,0,未购买
95996,27,女,13,7,46.97,0,3.7,1,320.03,中
95997,,女,20,10,65.02,1,1.43,1,448.16,高
95998,41,男,16,6,47.31,1,3.04,0,0,未购买
95999,31,女,16,5,55.18,1,1.93,1,283.57,低
96000,,男,16,11,84.61,0,1.58,0,0,未购买
96001,40,男,16,8,30.26,1,2.16,1,245.4,低
96002,32,女,28,4,37.02,0,1.77,0,0,未购买
96003,48,女,16,5,53.7,0,0.98,1,252.98,低
96004,23,男,16,11,35.96,0,4.55,0,0,未购买
96005,41,男,19,2,41.6,0,1.4,1,87.44,低
96006,18,女,26,3,27.74,1,2.17,0,0,未购买
96007,36,女,18,8,58.18,1,1.8,0,0,未购买
96008,36,男,16,8,46.21,0,3.56,0,0,未购买
96009,23,女,25,6,61.72,1,9.36,0,0,未购买
96010,50,女,22,6,61.02,0,7,0,0,未购买
96011,24,女,16,2,33.64,0,4.86,0,0,未购买
96012,32,男,18,7,46.75,1,4.82,0,0,未购买
96013,47,女,24,8,55.76,0,1.61,1,418.03,中
96014,37,女,16,8,50.7,0,2.46,0,0,未购买
96015,31,女,21,4,27.07,1,1.68,1,96.56,低
96016,29,女,13,7,41.23,0,1.74,0,0,未购买
96017,35,男,19,4,34.48,0,7.15,0,0,未购买
96018,31,女,19,5,44.34,0,1.41,0,0,未购买
96019,36,男,16,8,41.54,1,7.27,0,0,未购买
96020,29,男,23,9,44.12,1,2.32,1,374.79,中
96021,44,女,16,9,40.33,1,3.25,0,0,未购买
96022,29,男,24,6,48.14,1,1.02,0,0,未购买
96023,20,男,18,7,74.28,1,2.63,1,437.93,中
96024,63,男,17,7,47.95,0,6.14,0,0,未购买
96025,45,男,16,4,78.49,0,3.4,0,0,未购买
96026,28,男,21,10,60.25,0,5.73,0,0,未购买
96027,26,女,15,7,35.11,0,3.07,0,0,未购买
96028,42,男,20,11,57.8,0,3.39,1,624.09,高
96029,29,男,20,4,61.57,0,2.63,0,0,未购买
96030,45,男,24,7,53.87,0,2.29,0,0,未购买
96031,40,男,19,5,44.86,1,5.08,1,225.26,低
96032,38,男,23,9,47.69,1,2.25,1,441.76,高
96033,37,女,22,7,55.94,0,1.98,0,0,未购买
96034,50,男,17,9,54.98,0,5.05,0,0,未购买
96035,33,男,16,9,63.07,0,0.84,1,568.79,高
96036,36,女,16,10,54.51,1,4.12,1,546,高
96037,27,女,17,6,50.94,0,2.77,0,0,未购买
96038,41,女,10,4,99.58,0,1.57,1,329.98,中
96039,26,女,17,9,53.69,0,2.18,0,0,未购买
96040,47,男,21,4,44.54,0,2.78,0,0,未购买
96041,,女,15,9,55.51,0,2.71,0,0,未购买
96042,18,女,14,11,22.74,0,2.88,0,0,未购买
96043,45,女,19,8,49.44,0,1.26,0,0,未购买
96044,23,女,17,7,28.79,0,2.65,0,0,未购买
96045,31,女,17,12,51.2,1,1.97,1,652.94,高
96046,35,男,22,7,56.36,1,2.06,0,0,未购买
96047,30,女,21,2,45.9,0,5.04,0,0,未购买
96048,31,女,17,6,51.48,0,5.19,1,249.45,低
96049,43,女,10,15,64.47,1,1.69,1,1026.85,高
96050,46,女,23,9,39.02,0,3.77,0,0,未购买
96051,34,女,16,11,65.02,0,1.69,0,0,未购买
96052,35,女,23,5,38.9,0,1.59,0,0,未购买
96053,41,男,19,6,61.74,0,2.14,0,0,未购买
96054,24,女,22,2,58.73,0,5.05,0,0,未购买
96055,35,女,22,1,52.25,0,2.29,0,0,未购买
96056,33,女,19,12,55.99,0,2.69,0,0,未购买
96057,38,男,24,7,44.09,0,1.86,1,299.83,中
96058,23,女,16,11,39.5,1,0.87,0,0,未购买
96059,39,女,21,6,54.89,1,1.88,1,313.47,中
96060,38,女,29,6,60.68,1,2.27,1,342.8,中
96061,55,男,18,5,55.73,1,1.41,0,0,未购买
96062,22,女,20,11,91.27,0,1.42,0,0,未购买
96063,58,男,13,11,52.39,1,3.97,0,0,未购买
96064,54,女,17,7,34.42,0,6.63,0,0,未购买
96065,48,男,18,5,58.98,1,2.12,0,0,未购买
96066,30,男,15,9,59.29,1,4.03,0,0,未购买
96067,45,男,18,6,70.3,1,3.05,0,0,未购买
96068,18,男,21,6,53.45,1,2.25,0,0,未购买
96069,18,女,22,7,46.31,0,2.51,0,0,未购买
96070,29,女,22,5,43.38,0,4.05,0,0,未购买
96071,25,女,16,5,35.59,0,0.85,0,0,未购买
96072,18,男,19,8,33.13,1,2.89,1,229.26,低
96073,51,男,17,8,34.4,0,1.63,1,268.32,低
96074,28,男,15,3,40.42,0,3.72,0,0,未购买
96075,40,男,19,8,65.07,0,1.92,0,0,未购买
96076,63,男,10,1,58.32,0,6.59,0,0,未购买
96077,34,女,15,6,72.8,1,6.57,0,0,未购买
96078,22,女,15,7,51.32,0,3.04,0,0,未购买
96079,54,女,14,7,44.31,0,2.71,0,0,未购买
96080,34,男,19,10,58.46,0,1.41,1,636.75,高
96081,43,男,20,4,67.12,0,4.32,0,0,未购买
96082,18,男,21,2,44.25,0,2.65,0,0,未购买
96083,38,男,15,9,64.41,0,5.89,0,0,未购买
96084,,女,15,11,65.72,1,2.59,1,681.94,高
96085,31,男,9,3,42.21,1,2.9,0,0,未购买
96086,45,女,20,8,88.86,0,5.79,1,722.6,高
96087,28,男,20,12,55.79,0,0.71,1,545.87,高
96088,32,女,14,6,71.09,0,,0,0,未购买
96089,36,男,9,7,57.53,0,6.45,0,0,未购买
96090,44,男,14,6,80.26,0,1.73,0,0,未购买
96091,33,男,16,9,55.52,0,6.34,0,0,未购买
96092,33,女,22,8,42.03,0,1.52,0,0,未购买
96093,33,女,19,9,46.12,0,2.07,0,0,未购买
96094,33,男,22,7,62.99,0,5.64,0,0,未购买
96095,22,女,16,9,46.28,0,1.96,0,0,未购买
96096,43,男,20,5,66.18,1,2.9,0,0,未购买
96097,43,女,18,8,64.48,0,2.95,0,0,未购买
96098,19,女,17,7,70.41,0,3.56,0,0,未购买
96099,30,男,18,6,75.89,1,2.16,0,0,未购买
96100,48,女,13,3,34.81,1,1.97,0,0,未购买
96101,36,男,17,3,57.69,0,1.17,0,0,未购买
96102,32,女,7,5,56.55,0,5.01,0,0,未购买
96103,24,女,20,7,52.68,0,3.65,1,421.93,中
96104,48,男,12,7,46.98,0,4.81,0,0,未购买
96105,28,女,20,6,34.22,0,1.39,1,202.9,低
96106,42,男,20,5,38.31,0,2.91,0,0,未购买
96107,54,男,9,7,68.07,1,2.49,1,499.1,高
96108,36,女,22,2,36.18,0,2.01,0,0,未购买
96109,49,女,20,3,66.79,0,1.14,0,0,未购买
96110,40,男,25,8,25.87,1,3.35,1,211.21,低
96111,45,女,26,9,59.1,0,3.48,0,0,未购买
96112,32,男,19,3,39.84,1,2.8,1,121.24,低
96113,26,女,19,4,50.62,0,2.18,0,0,未购买
96114,30,女,10,5,41.65,1,2.67,0,0,未购买
96115,31,男,19,6,71.4,1,1.61,0,0,未购买
96116,38,男,18,3,27.24,0,1.42,0,0,未购买
96117,42,男,22,8,65.76,0,2.92,0,0,未购买
96118,19,女,16,11,47.93,1,3.06,1,592.65,高
96119,37,女,19,9,38.53,0,1.39,1,309.05,中
96120,38,男,19,6,74.08,1,3.08,1,395.9,中
96121,36,男,6,7,50.4,1,2.89,1,334.39,中
96122,25,女,14,8,43.06,1,3.25,0,0,未购买
96123,39,女,15,4,19.34,0,1.89,0,0,未购买
96124,39,男,18,10,54.85,1,1.9,0,0,未购买
96125,43,女,17,5,38.22,0,1.34,0,0,未购买
96126,33,女,23,12,46.47,1,2.67,1,576.6,高
96127,38,女,22,11,37.76,0,6.17,0,0,未购买
96128,41,男,13,6,36.2,0,1.91,0,0,未购买
96129,35,男,19,5,59.4,1,3.41,0,0,未购买
96130,22,女,12,6,68.18,0,2.31,0,0,未购买
96131,18,男,13,3,54.56,0,3.54,0,0,未购买
96132,27,男,15,8,32.1,0,1.24,0,0,未购买
96133,18,男,12,8,52.39,0,1.88,0,0,未购买
96134,38,女,16,5,77.32,0,1.62,0,0,未购买
96135,25,女,12,6,45.57,0,3.94,0,0,未购买
96136,28,男,12,7,51.17,0,1.5,1,361.16,中
96137,53,女,13,11,85.9,0,4.16,1,952.67,高
96138,31,女,13,7,57.16,1,1.42,1,351.19,中
96139,47,女,25,6,44.21,0,6.04,1,253.33,低
96140,35,女,22,7,71.55,1,10,0,0,未购买
96141,21,女,30,9,54.91,0,5.3,1,523.74,高
96142,35,女,24,8,43.76,0,4.69,0,0,未购买
96143,18,男,15,2,53.21,1,0.95,0,0,未购买
96144,37,女,17,10,48.81,1,1.59,1,532.1,高
96145,26,女,18,11,50.66,0,0.74,0,0,未购买
96146,35,女,20,9,49.91,0,3.21,1,434.56,中
96147,28,男,17,12,54.71,0,2.58,1,713.31,高
96148,47,男,14,5,31.51,1,2.76,1,158.08,低
96149,35,男,21,9,50.35,1,2.26,0,0,未购买
96150,32,女,20,5,49.67,0,1.18,1,268.18,低
96151,30,男,17,6,29.69,1,3.19,1,140.79,低
96152,37,男,14,4,51.66,1,2.62,0,0,未购买
96153,31,女,12,12,40.42,0,3.94,0,0,未购买
96154,18,男,14,6,78.8,1,3.2,0,0,未购买
96155,30,女,17,6,68.41,0,3.23,0,0,未购买
96156,35,女,11,7,68.34,0,2.24,0,0,未购买
96157,27,男,27,6,17.37,0,2.93,0,0,未购买
96158,37,女,17,9,48.3,1,1.86,1,395.04,中
96159,36,女,14,9,52.1,1,3.78,1,444.16,高
96160,18,女,12,11,47.83,1,1.83,0,0,未购买
96161,28,男,21,4,51.03,1,1.34,1,193.8,低
96162,48,女,20,4,41.4,0,5.53,0,0,未购买
96163,40,男,18,4,65.41,0,2.53,0,0,未购买
96164,41,男,12,11,76.23,1,2.62,1,858.93,高
96165,45,男,13,10,38.53,1,3.64,0,0,未购买
96166,33,男,17,4,51.43,1,1.52,1,224.94,低
96167,,女,18,3,76.67,1,1.59,0,0,未购买
96168,43,男,17,3,53.85,0,2.35,0,0,未购买
96169,46,女,20,4,56.46,0,2.45,0,0,未购买
96170,47,男,13,5,57.08,1,3.82,0,0,未购买
96171,29,男,16,11,45.97,1,2.06,1,529.81,高
96172,42,女,16,7,43.39,1,3,1,335.04,中
96173,34,男,18,6,68.92,1,5.43,0,0,未购买
96174,42,男,23,8,62.72,0,4.31,0,0,未购买
96175,34,男,25,8,41.11,0,1.41,0,0,未购买
96176,35,女,15,5,47.2,0,1.97,0,0,未购买
96177,43,男,25,7,21.22,,3.21,0,0,未购买
96178,32,女,18,13,24.33,1,1.8,1,351.75,中
96179,31,男,17,9,50.73,0,1.65,0,0,未购买
96180,46,男,15,8,59.76,0,2.69,0,0,未购买
96181,39,男,20,6,63.01,0,4.29,0,0,未购买
96182,25,女,15,6,47.07,1,1.54,1,235.47,低
96183,47,男,25,6,64.67,0,3.73,0,0,未购买
96184,50,女,15,4,15,1,0.96,1,50.58,低
96185,38,男,20,8,55.11,0,2.85,1,466.35,高
96186,32,女,14,10,67.5,0,1.38,0,0,未购买
96187,51,女,16,6,38.33,0,2.96,0,0,未购买
96188,50,女,12,4,67.65,0,2.74,0,0,未购买
96189,26,男,16,8,58.38,0,1.53,0,0,未购买
96190,32,女,25,5,39.68,0,4.31,0,0,未购买
96191,34,男,17,9,31.07,0,2.08,0,0,未购买
96192,51,男,13,3,62.43,0,5.01,0,0,未购买
96193,44,男,18,9,56.65,0,3.59,1,537.82,高
96194,32,男,19,7,65.14,1,3.89,1,511.96,高
96195,35,男,22,7,48.62,1,3.21,0,0,未购买
96196,34,男,22,9,24.09,0,2.35,0,0,未购买
96197,27,男,21,10,70.89,0,1.72,0,0,未购买
96198,40,男,21,4,42.07,1,2.5,0,0,未购买
96199,40,男,17,8,45.2,0,3.9,1,357.98,中
96200,41,男,23,3,34.37,0,4.46,0,0,未购买
96201,37,男,21,8,24.74,1,2.42,1,208.09,低
96202,24,男,22,12,54.58,1,1.54,0,0,未购买
96203,29,男,16,8,51.93,1,1.45,0,0,未购买
96204,36,男,14,6,28.74,1,3.27,0,0,未购买
96205,44,男,15,5,46.55,1,1.75,0,0,未购买
96206,38,男,21,6,31.03,1,0.96,1,189.24,低
96207,23,男,16,5,52.05,0,8.21,1,239.35,低
96208,18,男,10,7,23.83,0,5.72,0,0,未购买
96209,35,女,18,4,51.44,1,2.31,1,220.07,低
96210,39,男,18,7,28.96,0,5.05,0,0,未购买
96211,43,男,24,4,43.59,1,6.58,0,0,未购买
96212,53,女,15,5,20.9,1,2.4,0,0,未购买
96213,46,男,17,5,41.68,0,5.04,1,227.05,低
96214,41,男,23,6,46.67,0,2.84,1,227.02,低
96215,30,女,13,12,41.51,1,6.45,1,528.11,高
96216,49,男,21,6,69.23,0,1.61,0,0,未购买
96217,24,男,13,15,59.29,0,4.71,0,0,未购买
96218,46,男,19,5,41.88,0,4.55,0,0,未购买
96219,54,女,13,7,59.94,,4.88,1,407.71,中
96220,49,女,20,8,15,1,2.73,1,95.9,低
96221,31,女,19,5,40.05,1,7.71,0,0,未购买
96222,19,女,20,6,40.61,1,3.46,0,0,未购买
96223,28,男,11,7,30.75,1,3.3,0,0,未购买
96224,35,女,11,13,53.48,0,1.72,0,0,未购买
96225,32,男,18,7,63.14,1,2.64,0,0,未购买
96226,37,男,20,4,42.47,0,2.61,0,0,未购买
96227,18,男,14,3,41.75,0,1.27,0,0,未购买
96228,43,女,14,9,56.18,1,5.88,1,493.54,高
96229,29,女,23,6,37.09,1,2.23,1,218.17,低
96230,35,男,18,5,54.66,1,2.91,0,0,未购买
96231,30,女,13,9,50.38,0,1.42,0,0,未购买
96232,42,男,23,7,57.02,0,2.77,0,0,未购买
96233,29,女,13,2,57.04,0,,0,0,未购买
96234,18,男,11,6,57.89,0,2.85,0,0,未购买
96235,41,女,19,3,38.58,1,3.58,0,0,未购买
96236,19,男,11,10,63.34,0,1.6,1,652.85,高
96237,33,女,28,7,41.51,0,3.07,0,0,未购买
96238,46,男,11,9,54.45,0,5.05,1,501.84,高
96239,41,男,13,5,30.52,0,2.05,1,130.7,低
96240,35,男,24,6,68.62,0,4.13,0,0,未购买
96241,36,男,17,7,50.51,0,3.55,1,351.65,中
96242,24,男,14,12,78.96,1,1.7,0,0,未购买
96243,39,男,11,1,29.62,0,4.44,0,0,未购买
96244,40,男,17,10,18.58,0,2.11,0,0,未购买
96245,37,男,15,4,82.61,0,3.19,0,0,未购买
96246,35,女,15,8,57.19,0,4.77,0,0,未购买
96247,34,男,12,4,22.97,1,2.67,0,0,未购买
96248,43,女,10,2,57,1,2.16,0,0,未购买
96249,29,女,15,10,45.71,1,2.55,0,0,未购买
96250,22,男,11,3,39.29,0,3.73,0,0,未购买
96251,44,男,26,8,39.86,1,1.84,0,0,未购买
96252,22,女,21,9,52.13,1,4.74,0,0,未购买
96253,28,女,14,7,67.41,0,0.85,0,0,未购买
96254,39,女,20,12,37.9,0,2.42,1,510.8,高
96255,38,男,15,4,36.28,1,1.86,0,0,未购买
96256,33,男,11,4,55.26,0,1.86,0,0,未购买
96257,49,男,19,12,37.22,1,2.36,1,451.66,高
96258,45,女,19,4,31.13,0,1.99,1,119.78,低
96259,34,男,20,4,66.99,1,3.71,0,0,未购买
96260,29,女,15,7,65.93,0,2.96,1,403.64,中
96261,38,男,18,11,22.94,1,4.53,1,263.42,低
96262,37,女,13,8,52.4,0,1.64,1,337.19,中
96263,47,女,16,6,56.94,0,2.78,0,0,未购买
96264,33,男,15,6,26.99,1,2.52,1,154.19,低
96265,45,男,25,5,51.07,0,3.13,1,226.26,低
96266,22,男,22,9,56.55,0,3.28,0,0,未购买
96267,39,女,22,4,65.56,1,3.55,0,0,未购买
96268,28,男,18,5,65.05,0,1.94,0,0,未购买
96269,35,女,12,8,47.87,1,3.4,0,0,未购买
96270,33,女,21,3,45.16,0,5.05,0,0,未购买
96271,24,男,23,6,76.59,0,3.33,1,386.62,中
96272,28,女,21,9,40.42,0,1.72,0,0,未购买
96273,30,男,20,5,45.35,0,1.25,0,0,未购买
96274,52,男,19,8,47.97,1,2.06,1,361.73,中
96275,30,男,20,7,55.75,1,3.08,1,380.71,中
96276,18,女,22,5,36.1,0,2.33,0,0,未购买
96277,28,男,20,6,62.25,,2.83,1,373.3,中
96278,18,男,20,8,25.43,1,1.75,0,0,未购买
96279,25,女,23,9,66.04,0,2.38,1,491.29,高
96280,18,男,18,9,48.03,1,3.74,0,0,未购买
96281,29,男,13,9,24.37,0,6.46,1,210.95,低
96282,39,女,21,9,43.16,0,1.78,1,343.13,中
96283,31,女,13,8,64.73,1,2.34,1,541.02,高
96284,31,女,21,4,40.14,0,4.24,0,0,未购买
96285,61,女,20,9,42.03,1,4.08,0,0,未购买
96286,29,女,11,10,38.57,1,1.78,0,0,未购买
96287,37,男,12,3,44.15,0,2.78,0,0,未购买
96288,36,男,17,2,53.46,1,4.03,0,0,未购买
96289,38,男,15,5,68.02,0,10,0,0,未购买
96290,29,男,20,5,57.98,1,1.83,0,0,未购买
96291,43,女,21,7,56.57,1,1.92,1,449.57,高
96292,47,女,25,6,74.93,1,1.77,1,419.29,中
96293,36,男,19,3,41.38,0,1.73,0,0,未购买
96294,47,男,17,10,30.14,1,5.33,0,0,未购买
96295,40,男,25,5,43.04,0,2.08,0,0,未购买
96296,37,女,22,4,15,1,1.91,1,58.34,低
96297,25,男,15,8,52.74,0,3.08,1,486.55,高
96298,34,女,22,6,67.98,1,2.82,0,0,未购买
96299,45,女,16,7,41.97,0,2.16,0,0,未购买
96300,31,男,20,11,46.61,0,1.74,0,0,未购买
96301,36,女,20,9,46.76,0,3.25,1,350.8,中
96302,24,女,23,11,36.8,1,3.67,1,386.62,中
96303,39,男,17,9,31.49,1,3.58,1,287.21,中
96304,40,女,23,9,51.5,0,1.64,1,553.67,高
96305,58,男,15,3,35.72,0,1.01,1,118.5,低
96306,37,男,17,2,45.74,1,2.83,0,0,未购买
